Size,Filters,Threads,Schedule,Chunk,Naive,OpenMP,Img2col_S,Img2col_OMP
128,32,4,static,32,0.038455666666666666,0.016714333333333335,0.03186733333333333,0.014368666666666667
128,32,8,dynamic,1,0.044372,0.024593499999999997,0.042105000000000004,0.0235165
128,32,8,dynamic,2,0.039805,0.014306,0.034337,0.013279
128,32,8,dynamic,4,0.043199,0.010285,0.036782,0.009239
128,32,8,dynamic,8,0.043536,0.00881,0.034353,0.008467111111111113
128,32,8,dynamic,16,0.04265633333333333,0.009388,0.03776466666666667,0.008783
128,32,8,dynamic,32,0.057879,0.009407,0.037623333333333335,0.007658000000000001
128,32,8,guided,1,0.038252,0.0088415,0.0339845,0.007718000000000001
128,32,8,guided,2,0.041214,0.008642,0.034962,0.007620444444444444
128,32,8,guided,4,0.047236,0.009803,0.032664,0.007537
128,32,8,guided,8,0.037866,0.009145,0.033812,0.008049
128,32,8,guided,16,0.038639,0.008413333333333333,0.03499033333333334,0.00813
128,32,8,guided,32,0.042972333333333335,0.015418,0.03898033333333333,0.008194666666666668
128,32,8,static,1,0.0367605,0.015249500000000001,0.033402,0.009018499999999999
128,32,8,static,2,0.03786055555555556,0.009795,0.033189,0.008374111111111112
128,32,8,static,4,0.040859,0.010434,0.034892,0.008571111111111111
128,32,8,static,8,0.037776,0.009151,0.031562,0.008310666666666668
128,32,8,static,16,0.038482,0.009521,0.036202,0.009387
128,32,8,static,32,0.041574999999999994,0.010509,0.036271,0.008317666666666668
128,32,12,dynamic,1,0.0443545,0.030273500000000002,0.038083,0.0222575
128,32,12,dynamic,2,0.04036700000000001,0.022545,0.037667,0.0162
128,32,12,dynamic,4,0.044328,0.01683,0.03780700000000001,0.013525
128,32,12,dynamic,8,0.040367,0.015436,0.037089,0.008889
128,32,12,dynamic,16,0.043393,0.01561,0.038057,0.008048
128,32,12,dynamic,32,0.041377333333333335,0.015539,0.035649,0.013285
128,32,12,guided,1,0.038552,0.0190865,0.038469,0.0092715
128,32,12,guided,2,0.038622,0.015025,0.037068,0.008459
128,32,12,guided,4,0.048176,0.019723,0.038478,0.011181
128,32,12,guided,8,0.038578,0.017913,0.03629,0.009677
128,32,12,guided,16,0.03879666666666667,0.021256,0.038946666666666664,0.009712
128,32,12,guided,32,0.047024,0.01995133333333333,0.046084,0.010061
128,32,12,static,1,0.045245,0.0229205,0.037543,0.0129645
128,32,12,static,2,0.03742033333333333,0.01944,0.037091,0.011703
128,32,12,static,4,0.062882,0.023627,0.058976,0.018295
128,32,12,static,8,0.045988,0.022628,0.03813166666666667,0.012991
128,32,12,static,16,0.04419,0.021248,0.03833,0.013353666666666666
128,32,12,static,32,0.039262,0.020059,0.042211,0.014028
128,64,1,dynamic,1,0.075036,0.09848516666666668,0.057911,0.07791116666666666
128,64,1,dynamic,2,0.082865,0.089471,0.059232,0.068153
128,64,1,dynamic,4,0.081841,0.089239,0.061753,0.065742
128,64,1,dynamic,8,0.076915,0.078502,0.05881444444444444,0.061878444444444444
128,64,1,dynamic,16,0.07239766666666667,0.07398066666666667,0.055238666666666665,0.05479866666666666
128,64,1,dynamic,32,0.07659866666666666,0.079327,0.057425000000000004,0.05663
